time,id,channel,phase,rssi,antenna
2025-06-27T16:48:46.620896400,e2801160600002152d19da5e,33,1488,-5750,1
2025-06-27T16:48:46.620896400,e2801160600002152d19b0ce,33,3456,-5500,1
2025-06-27T16:48:46.620896400,e2801160600002152d19da4e,33,52,-5750,1
2025-06-27T16:48:46.620896400,e2801160600002152d19b0fe,33,956,-5100,1
2025-06-27T16:48:46.620896400,e2801160600002152d19b03e,33,2160,-6200,1
2025-06-27T16:48:46.620896400,e2801160600002152d19b00e,33,3480,-6250,1
2025-06-27T16:48:46.620896400,e2801160600002152d19da1e,33,996,-5300,1
2025-06-27T16:48:46.620896400,e2801160600002152d19dace,33,1168,-5750,1
2025-06-27T16:48:46.620896400,e2801160600002152d19da2e,33,896,-5200,1
2025-06-27T16:48:46.620896400,e2801160600002152d19da3e,33,3228,-5850,1
2025-06-27T16:48:46.620896400,e2801160600002152d19da3e,33,3228,-5850,1
2025-06-27T16:48:46.620896400,e2801160600002152d19da1e,33,992,-5300,1
2025-06-27T16:48:46.620896400,e2801160600002152d19b0ce,33,3448,-5450,1
2025-06-27T16:48:46.620896400,e2801160600002152d19da5e,33,1468,-5700,1
2025-06-27T16:48:46.622947700,e2801160600002152d19b00e,33,3484,-6250,1
2025-06-27T16:48:46.622947700,e2801160600002152d19b0fe,33,968,-5150,1
2025-06-27T16:48:46.622947700,e2801160600002152d19dace,33,1188,-5700,1
2025-06-27T16:48:46.622947700,e2801160600002152d19b03e,33,2176,-6250,1
2025-06-27T16:48:46.622947700,e2801160600002152d19da2e,33,892,-5200,1
2025-06-27T16:48:46.622947700,e2801160600002152d19da4e,33,40,-5750,1
2025-06-27T16:48:46.652471300,e2801160600002152d19b0fe,33,2812,-5600,2
2025-06-27T16:48:46.652471300,e2801160600002152d19da5e,33,1124,-5350,2
2025-06-27T16:48:46.652471300,e2801160600002152d19da1e,33,3204,-5900,2
2025-06-27T16:48:46.652471300,e2801160600002152d19b0ce,33,3064,-5550,2
2025-06-27T16:48:46.652471300,e2801160600002152d19b07e,33,2624,-6050,2
2025-06-27T16:48:46.652471300,e2801160600002152d19b03e,33,2592,-5950,2
2025-06-27T16:48:46.652471300,e2801160600002152d19da4e,33,2980,-5750,2
2025-06-27T16:48:46.652471300,e2801160600002152d19b0de,33,1600,-5300,2
2025-06-27T16:48:46.652471300,e2801160600002152d19da3e,33,2972,-5850,2
2025-06-27T16:48:46.652471300,e2801160600002152d19dace,33,108,-5900,2
2025-06-27T16:48:46.652471300,e2801160600002152d19da2e,33,3332,-6000,2
2025-06-27T16:48:46.652471300,e2801160600002152d19da1e,33,3208,-5900,2
2025-06-27T16:48:46.652471300,e2801160600002152d19da2e,33,3352,-6050,2
2025-06-27T16:48:46.652471300,e2801160600002152d19b0de,33,1604,-5350,2
