time,id,channel,phase,rssi,antenna
2025-06-28T11:02:37.716659500,e2801160600002152d19da5e,44,2372,-4650,1
2025-06-28T11:02:37.716659500,e2801160600002152d19da3e,44,2148,-4750,1
2025-06-28T11:02:37.716659500,e2801160600002152d19dace,44,1244,-6250,1
2025-06-28T11:02:37.716659500,e2801160600002152d19b00e,44,2192,-4600,1
2025-06-28T11:02:37.716659500,e2801160600002152d19da1e,44,3144,-4450,1
2025-06-28T11:02:37.716659500,e2801160600002152d19da4e,44,776,-4900,1
2025-06-28T11:02:37.716659500,e2801160600002152d19b0ce,44,1520,-5200,1
2025-06-28T11:02:37.716659500,e2801160600002152d19da2e,44,1904,-5400,1
2025-06-28T11:02:37.716659500,e2801160600002152d19b03e,44,3628,-5000,1
2025-06-28T11:02:37.716659500,e2801160600002152d19da3e,44,2152,-4700,1
2025-06-28T11:02:37.716659500,e2801160600002152d19b0de,44,948,-5900,1
2025-06-28T11:02:37.716659500,e2801160600002152d19b00e,44,2168,-4600,1
2025-06-28T11:02:37.716659500,e2801160600002152d19b0ce,44,1504,-5200,1
2025-06-28T11:02:37.716659500,e2801160600002152d19da5e,44,2388,-4650,1
2025-06-28T11:02:37.718668500,e2801160600002152d19b0fe,44,220,-4550,1
2025-06-28T11:02:37.718668500,e2801160600002152d19b03e,44,3624,-5000,1
2025-06-28T11:02:37.718668500,e2801160600002152d19da4e,44,764,-4900,1
2025-06-28T11:02:37.718668500,e2801160600002152d19da1e,44,3148,-4500,1
2025-06-28T11:02:37.718668500,e2801160600002152d19da2e,44,1920,-5400,1
2025-06-28T11:02:37.718668500,e2801160600002152d19dace,44,1236,-6250,1
2025-06-28T11:02:37.768110,e2801160600002152d19da3e,44,2760,-5350,2
2025-06-28T11:02:37.768110,e2801160600002152d19da1e,44,3364,-6000,2
2025-06-28T11:02:37.768110,e2801160600002152d19b00e,44,448,-6700,2
2025-06-28T11:02:37.768110,e2801160600002152d19b0fe,44,3660,-6350,2
2025-06-28T11:02:37.768110,e2801160600002152d19b0de,44,1124,-5950,2
2025-06-28T11:02:37.768110,e2801160600002152d19da5e,44,2136,-6500,2
2025-06-28T11:02:37.768110,e2801160600002152d19dace,44,3468,-5650,2
2025-06-28T11:02:37.768110,e2801160600002152d19b0ce,44,2620,-5800,2
2025-06-28T11:02:37.768110,e2801160600002152d19da4e,44,2312,-6650,2
2025-06-28T11:02:37.768110,e2801160600002152d19b0fe,44,3628,-6400,2
2025-06-28T11:02:37.768110,e2801160600002152d19da1e,44,3376,-6050,2
2025-06-28T11:02:37.768110,e2801160600002152d19b0de,44,1176,-5950,2
2025-06-28T11:02:37.768110,e2801160600002152d19da3e,44,2740,-5350,2
2025-06-28T11:02:37.768110,e2801160600002152d19b0ce,44,2604,-5800,2
2025-06-28T11:02:37.768110,e2801160600002152d19da4e,44,2304,-6800,2
2025-06-28T11:02:37.768110,e2801160600002152d19b00e,44,412,-6700,2
2025-06-28T11:02:37.768110,e2801160600002152d19dace,44,3504,-5650,2
2025-06-28T11:02:37.768110,e2801160600002152d19da5e,44,2104,-6600,2
2025-06-28T11:02:37.768110,e2801160600002152d19dace,44,3024,-5000,3
2025-06-28T11:02:37.769104300,e2801160600002152d19b00e,44,1564,-5500,3
2025-06-28T11:02:37.769104300,e2801160600002152d19da4e,44,2372,-5150,3
2025-06-28T11:02:37.769104300,e2801160600002152d19b0fe,44,3392,-5600,3
2025-06-28T11:02:37.769104300,e2801160600002152d19da5e,44,2792,-5300,3
2025-06-28T11:02:37.769104300,e2801160600002152d19da3e,44,592,-5850,3
2025-06-28T11:02:37.769104300,e2801160600002152d19b03e,44,2956,-5100,3
2025-06-28T11:02:37.769104300,e2801160600002152d19da1e,44,2940,-6050,3
2025-06-28T11:02:37.769104300,e2801160600002152d19b0ce,44,612,-5450,3
2025-06-28T11:02:37.769104300,e2801160600002152d19b07e,44,2760,-5450,3
2025-06-28T11:02:37.770106900,e2801160600002152d19b0de,44,132,-5900,3
2025-06-28T11:02:37.770106900,e2801160600002152d19da2e,44,1564,-5900,3
2025-06-28T11:02:37.790176300,e2801160600002152d19b0ce,44,632,-5450,3
2025-06-28T11:02:37.790176300,e2801160600002152d19b0fe,44,3408,-5600,3
2025-06-28T11:02:37.790176300,e2801160600002152d19b00e,44,1572,-5500,3
2025-06-28T11:02:37.790176300,e2801160600002152d19b0de,44,196,-5900,3
2025-06-28T11:02:37.790176300,e2801160600002152d19b07e,44,2764,-5500,3
2025-06-28T11:02:37.790176300,e2801160600002152d19da5e,44,2776,-5350,3
2025-06-28T11:02:37.790176300,e2801160600002152d19da3e,44,612,-5850,3
2025-06-28T11:02:37.790176300,e2801160600002152d19dace,44,3032,-4950,3
2025-06-28T11:02:37.790176300,e2801160600002152d19b03e,44,2972,-5100,3
2025-06-28T11:02:37.790176300,e2801160600002152d19da1e,44,2932,-6150,3
2025-06-28T11:02:37.790176300,e2801160600002152d19da4e,44,2356,-5150,3
2025-06-28T11:02:37.790176300,e2801160600002152d19da2e,44,1568,-5950,3
2025-06-28T11:02:37.790176300,e2801160600002152d19da1e,44,3128,-4450,1
2025-06-28T11:02:37.790176300,e2801160600002152d19b0ce,44,1528,-5150,1
2025-06-28T11:02:37.790176300,e2801160600002152d19b0de,44,1044,-5950,1
2025-06-28T11:02:37.790176300,e2801160600002152d19b03e,44,3600,-5100,1
2025-06-28T11:02:37.790176300,e2801160600002152d19b0fe,44,188,-4650,1
2025-06-28T11:02:37.790176300,e2801160600002152d19da3e,44,2136,-4600,1
2025-06-28T11:02:37.790176300,e2801160600002152d19dace,44,1220,-6250,1
2025-06-28T11:02:37.790176300,e2801160600002152d19da4e,44,724,-4850,1
2025-06-28T11:02:37.790176300,e2801160600002152d19b00e,44,2084,-4650,1
2025-06-28T11:02:37.790176300,e2801160600002152d19da2e,44,2084,-5450,1
2025-06-28T11:02:37.790176300,e2801160600002152d19da5e,44,2424,-4600,1
2025-06-28T11:02:37.817978900,e2801160600002152d19b00e,44,2072,-4650,1
2025-06-28T11:02:37.817978900,e2801160600002152d19da5e,44,2432,-4600,1
2025-06-28T11:02:37.817978900,e2801160600002152d19b0de,44,1100,-6000,1
2025-06-28T11:02:37.817978900,e2801160600002152d19da2e,44,2112,-5450,1
2025-06-28T11:02:37.817978900,e2801160600002152d19da1e,44,3116,-4400,1
2025-06-28T11:02:37.817978900,e2801160600002152d19da3e,44,2140,-4600,1
2025-06-28T11:02:37.817978900,e2801160600002152d19da4e,44,708,-4800,1
2025-06-28T11:02:37.817978900,e2801160600002152d19dace,44,1180,-6250,1
2025-06-28T11:02:37.817978900,e2801160600002152d19b0fe,44,184,-4650,1
2025-06-28T11:02:37.817978900,e2801160600002152d19b0ce,44,1528,-5150,1
2025-06-28T11:02:37.817978900,e2801160600002152d19b03e,44,3596,-5100,1
2025-06-28T11:02:37.817978900,e2801160600002152d19b0ce,44,2632,-5850,2
2025-06-28T11:02:37.817978900,e2801160600002152d19b0fe,44,3636,-6400,2
2025-06-28T11:02:37.817978900,e2801160600002152d19da1e,44,3376,-6100,2
2025-06-28T11:02:37.817978900,e2801160600002152d19da3e,44,2752,-5400,2
2025-06-28T11:02:37.817978900,e2801160600002152d19b00e,44,448,-6650,2
2025-06-28T11:02:37.817978900,e2801160600002152d19da4e,44,2280,-6750,2
2025-06-28T11:02:37.817978900,e2801160600002152d19dace,44,3520,-5700,2
2025-06-28T11:02:37.817978900,e2801160600002152d19b0de,44,1216,-5900,2
2025-06-28T11:02:37.817978900,e2801160600002152d19da5e,44,2160,-6500,2
2025-06-28T11:02:37.846451500,e2801160600002152d19dace,44,3500,-5650,2
2025-06-28T11:02:37.846451500,e2801160600002152d19da1e,44,3336,-6050,2
2025-06-28T11:02:37.846451500,e2801160600002152d19da5e,44,2136,-6500,2
2025-06-28T11:02:37.846451500,e2801160600002152d19da4e,44,2324,-6650,2
2025-06-28T11:02:37.846451500,e2801160600002152d19b0ce,44,2624,-5850,2
2025-06-28T11:02:37.846451500,e2801160600002152d19b0de,44,1208,-5900,2
2025-06-28T11:02:37.846451500,e2801160600002152d19da3e,44,2784,-5400,2
2025-06-28T11:02:37.846451500,e2801160600002152d19b00e,44,340,-6650,2
2025-06-28T11:02:37.846451500,e2801160600002152d19b0fe,44,3660,-6350,2
2025-06-28T11:02:37.846451500,e2801160600002152d19b0fe,44,3448,-5550,3
