time,b03e_1,b0ce_1,b0de_1,da3e_1,b00e_1,b0fe_1,da2e_1,da5e_1,da1e_1,b07e_1,da4e_1,dace_1,b03e_2,b0ce_2,b0de_2,da3e_2,b00e_2,b0fe_2,da2e_2,da5e_2,da1e_2,b07e_2,da4e_2,dace_2,b03e_3,b0ce_3,b0de_3,da3e_3,b00e_3,b0fe_3,da2e_3,da5e_3,da1e_3,b07e_3,da4e_3,dace_3
0,1.6,-2.4,-18.4,5.6,-1.6,-0.8,0.8,1.6,0.8,0.0,-23.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-3.2,0.0,8.8,-7.2,0.8,-4.8,-0.8,-3.2,0.0,0.0,13.6,4.8,-21.6,0.8,-0.8,3.2,5.6,2.4,-1.6,0.0,2.4,0.8,3.2,2.4,12.0,-8.0,5.6,-3.2,0.8,9.6,0.0,-8.8,-0.8,1.6,0.0,4.0
2,-1.14,0.57,0.0,0.57,0.0,0.0,0.0,0.0,0.0,-4.57,0.0,0.0,2.86,-11.43,4.57,-0.57,-5.71,-1.71,10.29,-2.86,1.14,0.0,2.86,-0.57,2.29,-1.14,0.57,-0.57,-3.43,0.57,2.29,2.29,4.0,-1.71,0.0,1.14
3,-6.0,-4.0,-10.0,1.0,0.0,-2.0,3.0,-1.0,4.0,8.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,3.2,4.0,2.4,-4.8,-0.8,0.0,-1.6,0.8,1.6,0.0,5.6,11.2,0.0,-15.2,-4.8,7.2,-8.8,-12.0,0.0,2.4,-0.8,0.0,0.8,-3.2,11.2,0.0,-0.8,6.4,3.2,1.6,0.0,0.8,-4.0,2.4,-5.6,3.2
5,-6.0,3.33,-0.67,0.67,-6.0,-0.67,-1.33,-0.67,1.33,0.0,-2.0,4.0,0.0,-3.33,6.0,4.0,-38.0,-8.67,-2.67,2.67,0.0,12.67,5.33,4.0,-1.33,-14.67,-24.0,7.33,17.33,-1.33,0.0,4.67,11.33,6.0,20.67,-0.67
6,2.4,0.0,4.0,1.6,1.6,-0.8,4.8,8.8,1.6,0.0,4.8,-14.4,0.0,3.2,-0.8,-4.8,0.0,4.0,5.6,0.8,1.6,-13.6,-3.2,-6.4,4.0,13.6,23.2,-16.0,-36.8,0.8,0.0,-4.0,-12.0,-10.4,29.6,2.4
7,3.2,0.0,-11.2,0.8,-6.4,-1.6,1.6,4.8,-0.8,0.0,-2.4,-1.6,0.0,-8.8,-12.8,-2.4,6.4,6.4,0.8,-2.4,8.8,12.0,-3.2,-2.4,-6.4,-4.8,-5.6,5.6,3.2,-1.6,0.0,0.0,2.4,12.0,-20.8,-0.8
8,4.0,5.6,-2.4,-3.2,-0.8,-0.8,-0.8,2.4,0.0,0.0,8.0,-2.4,0.0,8.8,7.2,0.8,49.6,2.4,-4.8,-0.8,-6.4,-34.4,4.8,-7.2,10.4,-7.2,-8.8,4.8,-4.8,4.0,0.0,-4.0,2.4,0.0,-16.8,8.8
9,-5.14,-2.29,7.43,4.57,2.86,0.0,-0.57,-4.57,3.43,0.0,-3.43,-4.0,0.0,-5.71,-5.71,-0.57,-10.29,-9.14,-4.57,2.86,-2.86,-5.14,-5.14,-4.0,4.0,-14.29,-3.43,1.71,-2.29,-0.57,0.0,-1.71,-5.71,4.57,17.71,0.0
10,2.4,1.6,-2.4,-4.8,4.0,1.6,0.0,-2.4,-2.4,0.0,-15.2,8.0,0.0,3.2,-2.4,-4.0,-10.4,8.8,-0.8,-1.6,2.4,10.4,-2.4,0.8,0.0,12.8,0.8,0.0,-8.0,0.0,0.0,0.0,-1.6,-3.2,0.0,-3.2
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,-3.0,8.0,0.0,0.0,2.0,2.0,-6.0,24.0,-8.0
12,-0.8,-2.4,16.0,-1.6,-4.8,-2.4,1.6,4.0,0.8,0.0,12.0,-6.4,-12.0,4.0,-7.2,-1.6,8.8,-10.4,0.8,-3.2,-2.4,6.4,5.6,3.2,0.8,1.6,-8.0,-14.4,0.0,-8.8,0.0,4.0,-2.4,-4.0,0.0,-1.6
13,3.0,7.0,-3.0,1.0,3.0,-2.0,-1.0,0.0,0.0,0.0,-19.0,-2.0,-11.0,-6.0,4.0,-5.0,3.0,19.0,3.0,2.0,-4.0,1.0,1.0,-2.0,7.0,-4.0,-4.0,4.0,10.0,6.0,-21.0,-8.0,-1.0,-2.0,0.0,-43.0
14,-4.67,1.33,3.33,0.0,0.67,2.0,-1.33,-1.33,-0.67,0.0,-1.33,6.0,-4.67,-6.67,0.0,4.67,2.0,-0.67,6.67,-2.0,1.33,-1.33,0.67,1.33,-34.67,9.33,3.33,-5.33,-2.67,0.67,12.67,3.33,-1.33,-0.67,0.0,0.0
15,-1.6,1.6,0.0,0.0,-5.6,-4.0,1.6,0.0,-2.4,0.0,-11.2,4.8,19.2,4.8,-0.8,0.0,0.0,-8.8,3.2,0.8,0.8,-0.8,-5.6,-3.2,8.0,-4.8,1.6,1.6,-1.6,4.8,0.0,-2.4,-3.2,-4.8,0.0,-2.4
16,-9.0,1.0,-3.0,7.0,2.0,2.0,1.0,2.0,6.0,0.0,-11.0,-8.0,-17.0,-7.0,-2.0,-5.0,-20.0,5.0,7.0,-4.0,3.0,-18.0,9.0,1.0,0.0,-10.0,-7.0,1.0,2.0,3.0,-10.0,-5.0,-3.0,-8.0,-42.0,-1.0
17,2.0,2.67,4.67,4.67,2.0,0.0,1.33,4.0,2.0,0.0,-4.0,1.33,0.0,-0.67,0.67,2.0,14.67,6.0,-3.33,8.67,10.0,17.33,2.0,0.0,82.67,-0.67,10.0,1.33,-0.67,2.67,13.33,-8.67,-2.0,-3.33,15.33,8.67
18,-3.2,4.0,-16.0,1.6,-2.4,0.0,4.0,-1.6,1.6,0.0,-27.2,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-108.0,6.4,14.4,2.4,-1.6,0.0,0.0,6.4,2.4,-5.6,0.0,-2.4
