time,b03e_1,b0ce_1,b0de_1,da3e_1,b00e_1,b0fe_1,da2e_1,da5e_1,da1e_1,b07e_1,da4e_1,dace_1,b03e_2,b0ce_2,b0de_2,da3e_2,b00e_2,b0fe_2,da2e_2,da5e_2,da1e_2,b07e_2,da4e_2,dace_2,b03e_3,b0ce_3,b0de_3,da3e_3,b00e_3,b0fe_3,da2e_3,da5e_3,da1e_3,b07e_3,da4e_3,dace_3
18,-2.67,-12.67,-14.0,2.0,-8.67,-1.33,2.67,-1.33,2.67,0.0,2.67,0.0,6.0,-19.33,-25.33,-22.67,33.33,3.33,8.67,-34.67,10.67,0.0,12.67,0.0,6.0,5.33,-24.67,-14.0,-20.67,-11.33,-10.0,0.0,-7.33,0.0,55.33,25.33
19,39.0,39.0,-38.0,14.0,41.0,30.0,9.0,20.0,5.0,0.0,33.0,0.0,101.0,17.0,-47.0,-46.0,-166.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,-2.0,-2.0,-7.0,-23.0,-2.0,59.0,-99.0,0.0,8.0,-18.0
20,-52.8,-56.8,72.8,69.6,-59.2,0.8,-19.2,7.2,58.4,72.0,175.2,78.4,0.0,0.0,0.0,0.0,0.0,-101.6,0.0,12.0,0.0,0.0,1.6,0.0,-12.8,-42.4,35.2,53.6,-20.8,81.6,-57.6,-54.4,-24.8,32.0,12.0,33.6
21,0.67,-8.0,-3.33,6.0,-5.33,8.0,2.0,-6.0,-5.33,-8.67,-2.67,6.0,50.0,127.33,136.0,296.67,235.33,-90.67,125.33,110.0,0.0,0.0,26.67,0.0,-2.67,-7.33,2.0,-4.0,-2.0,-7.33,-10.0,-12.67,-3.33,-3.33,0.0,2.67
22,18.67,13.33,-52.0,-36.0,-30.67,22.67,-30.67,-74.67,-57.33,-24.0,-32.0,-26.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,-61.33,-164.0,-106.67,-40.0,-34.67,-37.33,-128.0,-45.33,0.0,-16.0,14.67
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,-43.2,-68.0,-151.2,-138.4,-27.2,-68.8,-72.8,-56.0,0.0,-64.8,-22.4,13.6,69.6,136.0,47.2,4.8,-45.6,30.4,89.6,24.8,16.0,-3.2,-13.6
24,8.0,82.67,74.67,-24.0,-16.0,-65.33,68.0,61.33,5.33,70.67,10.67,-50.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,21.0,41.0,-28.0,-5.0,52.0,-13.0,21.0,-16.0,-45.0,-73.0,-132.0,31.0,-103.0,-101.0,-51.0,-89.0,30.0,113.0,-75.0,-24.0,0.0,0.0,127.0,0.0,9.0,34.0,-47.0,-53.0,6.0,-77.0,79.0,91.0,31.0,-104.0,-36.0,-67.0
26,-3.2,-3.2,0.0,4.8,0.8,-4.8,-5.6,11.2,-6.4,-1.6,-23.2,6.4,-50.4,-108.0,6.4,-33.6,0.8,-5.6,-84.0,0.0,0.0,0.0,10.4,-52.0,-12.8,-1.6,-3.2,-0.8,-4.8,-1.6,3.2,0.8,-11.2,0.0,-4.8,12.8
27,-24.8,7.2,0.0,18.4,6.4,-8.8,16.0,8.8,16.8,0.0,-56.8,-8.8,2.4,13.6,9.6,52.0,138.4,5.6,12.0,14.4,-32.0,0.0,-18.4,39.2,1.6,-0.8,16.0,43.2,39.2,1.6,36.0,16.8,-16.0,-34.4,-66.4,4.8
